name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns,percentile_ns,truncated_mean_ns
fo::MapManager::ProcessVisibleItems,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,1530,920,0.000009,3,306,240,410,90.741391,396,255
fo::ServerEngine::OnSetItemCount,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,3895,290,0.000003,1,290,290,290,0.000000,290,290
fo::Critter::Send_LoadMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,1406,370,0.000003,2,185,110,260,10685.263216,253,110
fo::Player::Send_HandshakeAnswer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,761,720,0.000007,1,720,720,720,0.000000,720,720
OnCritterInit,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Entity.h,307,190,0.000002,2,95,30,160,91.923882,154,30
fo::ValidateInboundRemoteCallData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ClientDataValidation.cpp,107,60,0.000001,1,60,60,60,0.000000,60,60
fo::DataBaseImpl::Insert,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase.cpp,669,4681,0.000044,1,4681,4681,4681,0.000000,4681,4681
fo::ServerEngine::SwitchPlayerCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2381,5520,0.000052,1,5520,5520,5520,0.000000,5520,5520
fo::ServerEngine::UpdateCpuStats,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,938,157039,0.001469,641,244,30,16866,26504.884583,380,167
fo::MapManager::AddCritterToMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,1131,10530,0.000098,3,3510,1960,5280,14469.486860,5081,2625
fo::Properties::RemoveOverlayEntry,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,476,250,0.000002,2,125,50,200,106.066017,193,50
fo::ScriptArray::ScriptArray,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,238,6110,0.000057,3,2036,480,4960,12304.501961,4531,575
fo::SyncContext::~SyncContext,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,673,95788,0.000896,1991,48,1,10890,247.389096,120,36
fo::ServerEngine::ProcessUnloginedPlayer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,1957,12991,0.000122,3,4330,3021,6160,890548.556432,5925,3415
fo::DynamicTwoDimensionalGrid<struct fo::Map::Field,struct fo::mpos,struct fo::msize>::DynamicTwoDimensionalGrid,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\TwoDimensionalGrid.h,79,50,0.000000,1,50,50,50,0.000000,50,50
fo::NetInBuffer::ResetBuf,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,268,2090,0.000020,7,298,180,560,178.347974,527,255
fo::EntityWithProto::EntityWithProto,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\EntityProtos.cpp,50,130,0.000001,5,26,10,50,18.165902,48,20
fo::BaseEngine::HandleInboundRemoteCall,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\EngineBase.cpp,1266,10280,0.000096,1,10280,10280,10280,0.000000,10280,10280
Common_Game_Log,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,2446,2480,0.000023,1,2480,2480,2480,0.000000,2480,2480
fo::SyncContext::SyncEntity,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1093,29230,0.000273,84,347,20,1500,53743.400647,505,321
OnMapCritterIn,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Entity.h,307,120,0.000001,2,60,30,90,42.426407,87,30
fo::NetworkServerConnection_Asio::StartAsyncWrite,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer-Asio.cpp,213,2540,0.000024,23,110,10,450,33815.729323,276,86
fo::NetworkServer::TrackConnection,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer.cpp,69,250,0.000002,1,250,250,250,0.000000,250,250
fo::Player::SendItem,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,937,190,0.000002,1,190,190,190,0.000000,190,190
fo::ServerEngine::OnPlayerConnected,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,776,2370,0.000022,1,2370,2370,2370,0.000000,2370,2370
fo::ReadRawValue,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\PropertiesSerializator.cpp,301,620,0.000006,2,310,300,320,67.082039,319,300
fo::WorkerPool::Submit,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\WorkerPool.cpp,122,11330,0.000106,2,5665,1950,9380,5253.803384,9009,1950
fo::EntityLock::EntityLock,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,71,170,0.000002,6,28,10,50,20.415680,50,28
fo::Player::SetName,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,138,180,0.000002,1,180,180,180,0.000000,180,180
fo::NetworkServerConnection_Asio::NetworkServerConnection_Asio,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer-Asio.cpp,126,33451,0.000313,1,33451,33451,33451,0.000000,33451,33451
fo::ServerEngine::Process_Ping,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2836,3980,0.000037,6,663,470,830,58890.622422,823,630
fo::NetworkServerConnection::ReceiveCallback,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer.cpp,197,6180,0.000058,8,772,410,1100,10847.617066,1090,725
fo::Location::Location,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Location.cpp,46,140,0.000001,1,140,140,140,0.000000,140,140
fo::ServerEngine::OnPlayerLogined,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,846,1160,0.000011,1,1160,1160,1160,0.000000,1160,1160
fo::AngelScriptContextManager::PrepareContext,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptContext.cpp,365,1820,0.000017,1,1820,1820,1820,0.000000,1820,1820
fo::ServerConnection::SetDataArrivedCallback,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,398,740,0.000007,2,370,270,470,141.421356,460,270
fo::ServerEngine::SendAllReportedHashes,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2798,410,0.000004,1,410,410,410,0.000000,410,410
fo::EntityLock::TryRegisterDescendantHold,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,329,51460,0.000481,160,321,60,950,215.230197,691,297
fo::OutboundRemoteCallFunc,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptRemoteCalls.cpp,173,4020,0.000038,1,4020,4020,4020,0.000000,4020,4020
fo::ProtoManager::GetProtoCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\ProtoManager.cpp,200,660,0.000006,2,330,180,480,388.329757,465,180
fo::ScriptFuncCall,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptCall.cpp,431,5490,0.000051,1,5490,5490,5490,0.000000,5490,5490
fo::ReadCursorBytes,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\PropertiesSerializator.cpp,338,470,0.000004,2,235,210,260,79.056942,258,210
fo::GlobalMapGroup::GetMembers,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,774,120,0.000001,1,120,120,120,0.000000,120,120
